contract_size,ua_tse_code,ua_ticker,ua_close_price,ua_yesterday_price,begin_date,end_date,strike_price,days_to_maturity,tse_code,last_price,open_positions,close_price,yesterday_price,notional_value,trades_value,trades_volume,trades_num,name,ticker,bid_price,bid_volume,ask_price,ask_volume,yesterday_open_positions,option_type
1000,69067576215760005,كاريس,23822,23785,20240731,20241201,19000,23,16653167044320639,4750,6,4750,4750,0.0,0.0,0,0,اختيارخ كاريس-19000-14030911,ضكاريس907,300,100,0,0,6,call
1000,41927452991671109,توان,15296,15346,20240706,20241222,12000,44,10242755664691992,3710,596,3710,4175,45888000.0,11130000.0,3,1,اختيارخ توان-12000-14031002,ضتوان1001,2800,100,4090,52,596,call
1000,41625340598198551,بساما,13410,13280,20240804,20250223,12000,107,57726790505874080,1800,4812,1952,1700,1944450000.0,283000000.0,145,7,اختيارخ بساما-12000-14031205,ضبساما1205,1750,10,1950,30,4812,call
1257,58741071099161284,فرابورس,4127,4162,20240618,20241208,3938,30,42898939667698728,1,0,1,1,0.0,0.0,0,0,اختيارخ فرابورس-3938-14030918,ضفرابورس911,5,500,0,0,0,call
1000,35831329532779850,نارنج اهرم,8075,8123,20240826,20241201,9000,23,1438423379511415,290,3740,290,290,0.0,0.0,0,0,اختيارخ نارنج -9000-14030911,ضنارنج907,40,110,1000,20,3740,call
10,67522512921942106,پادا,144803,145910,20240707,20250105,130000,58,45458510517533307,27264,80000,27264,27264,0.0,0.0,0,0,اختيارخ پادا-130000-14031016,ضپادا1004,0,0,0,0,80000,call
10,67522512921942106,پادا,144803,145910,20240707,20250105,160000,58,43282329733411414,1,0,1,1,0.0,0.0,0,0,اختيارخ پادا-160000-14031016,ضپادا1007,1,10000,0,0,0,call
10,67522512921942106,پادا,144803,145910,20240911,20250302,160000,114,45941127729105735,1,0,1,1,0.0,0.0,0,0,اختيارخ پادا-160000-14031212,ضپادا1207,1,10000,0,0,0,call
1000,25211433301660888,خپارس,699,712,20241015,20250202,850,86,13570729910600696,1,0,1,1,0.0,0.0,0,0,اختيارخ خپارس-850-14031114,ضخپارس1105,1,100,0,0,0,call
1000,53059909885484371,رويين,10073,10135,20240713,20250119,13000,72,47877432031257266,1500,0,1500,1500,0.0,0.0,0,0,اختيارخ رويين-13000-14031030,ضرويين1007,1,1000,0,0,0,call
1000,53059909885484371,رويين,10073,10135,20240917,20250316,9000,128,37709178104893803,3000,2,3000,3000,0.0,0.0,0,0,اختيارخ رويين-9000-14031226,ضرويين1202,1119,6,0,0,2,call
1000,69067576215760005,كاريس,23822,23785,20240731,20241201,28000,23,13630091072572067,1,0,1,1,0.0,0.0,0,0,اختيارخ كاريس-28000-14030911,ضكاريس912,1,100,0,0,0,call
1000,66416853783916493,دي,623,641,20241008,20241124,400,16,13612453586734659,1,0,1,1,0.0,0.0,0,0,اختيارخ دي-400-14030904,ضدي901,10,300,0,0,0,call
1000,66416853783916493,دي,623,641,20241008,20241124,850,16,29947227007061242,1,0,1,1,0.0,0.0,0,0,اختيارخ دي-850-14030904,ضدي910,0,0,0,0,0,call
1000,22275596386264204,كوثر,1558,1580,20241016,20250209,1700,93,19329012038934892,1,0,1,1,0.0,0.0,0,0,اختيارخ كوثر-1700-14031121,ضكوثر1115,1,50,0,0,0,call
1000,49270349234092953,خاور,1295,1334,20240623,20241110,1590,2,11082287024623118,1,20,1,1,0.0,0.0,0,0,اختيارخ خاور-1590-14030820,ضخاور802,0,0,0,0,20,call
1000,67141987086032267,موج,11745,11745,20241028,20250309,10000,121,69405562928094656,2851,813,2902,2902,0.0,0.0,0,0,اختيارخ موج-10000-14031219,ضموج1205,2502,40,0,0,813,call
